condition,claim,food,food_id,prep_state,rasa,guna,virya,vipaka,dosha_effect,prabhava,classical_entry,screen_rule,screen_saw,claim_ok,should_be,vaidya_notes
ibs,apathya,Trapusha (Cucumber),cucumber,raw,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,,bhavaprakasha,,,,,
ibs,apathya,Whole Wheat Bread,bread_whole_wheat,fermented,sweet; sour,guru; ruksha; sthira,heating,sour,V+1 P+1 K+2,"Vata-vardhaka against a madhura-amla rasa that pacifies Vata by rule. Yeast fermentation makes the loaf ruksha and khara where the wheat was snigdha, and Vata follows the guna here rather than the rasa — the same reason dry, aerated food is withheld in Vata disorders.",no — extrapolated,,,,,
ibs,pathya,Ardraka (Fresh Ginger),ginger,fresh,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K-2,Ardraka is guru and snigdha with katu vipaka where dried Shunthi is laghu with madhura vipaka. Fresh and dry are two dravyas and the texts prescribe them differently — this row and `ginger_dry_saunth` are that distinction.,bhavaprakasha,,,,,
ibs,pathya,Dadima (Pomegranate),pomegranate,ripe,sweet; sour; astringent,laghu; snigdha,cooling,sweet,V-1 P-1 K-1,"Tridoshaghna and Hridya — the sweet Dadima is one of the few fruits the texts give to all three Doshas, and the one prescribed in Grahani and in convalescence.",bhavaprakasha,,,,,
ibs,pathya,Jiraka (Cumin),cumin_jeera,prepared,pungent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Vata-anulomana. Katu rasa raises Vata by rule; Jiraka relieves it, by kindling Agni and clearing the Anaha through which Vata accumulates. Classically vata-kapha hara.",bhavaprakasha,,,,,
ibs,pathya,Mishreya (Fennel),fennel_saunf,prepared,sweet; bitter; pungent,laghu; snigdha,heating,sweet,V-1 P-1 K+0,,bhavaprakasha,,,,,
ibs,pathya,Mudga (Yellow Moong Dal),moong_dal_yellow,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+0 P-1 K-1,"Shreshtha among the Shimbi — the one legume the texts call tridoshaghna and prescribe in fever, in convalescence and to a weak Agni, where every other legume in this varga is withheld.",bhavaprakasha,,,,,
ibs,pathya,Shali (Basmati Rice),basmati_rice,cooked,sweet,laghu; snigdha; mridu,cooling,sweet,V-1 P-1 K+1,"Purana Shali — aged rice — is laghu where new rice is guru, which is why the texts specify the age.",bhavaprakasha,,,,,
ibs,pathya,Shunthi (Dry Ginger),ginger_dry_saunth,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Madhura vipaka despite katu rasa — the classical exception for Shunthi, and the reason dry ginger nourishes where fresh Ardraka only stimulates. The same action makes it vata-hara where katu rasa alone would raise Vata.",bhavaprakasha,,,,,
ibs,pathya,Shunthi Kwatha (Ginger Tea),ginger_tea,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Made from Shunthi, and carries its exception: madhura vipaka despite katu rasa, and vata-hara where the rasa alone would raise Vata.",bhavaprakasha,,,,,
ibs,pathya,Takra (Buttermilk),buttermilk_chaas,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Grahi and deepana — the classical Grahani medicine, and the reason Takra is prescribed where Dadhi, made from the same milk, is withheld (Charaka Chikitsa 15).",bhavaprakasha,,,,,
ibs,pathya,Yavani (Ajwain),ajwain,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-2 P+1 K-2,Vata-anulomana and shula-prashamana — the classical carminative. It clears the Anaha through which its own katu-tikta rasa would aggravate Vata.,bhavaprakasha,,,,,
kidney_disease,apathya,Palakya (Palak),palak,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
kidney_disease,apathya,Palakya (Spinach),spinach,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
kidney_disease,apathya,Raktaphala (Tomato),tomato,raw,sour; sweet,laghu; snigdha,heating,sour,V-1 P+2 K-1,,no — extrapolated,,,,,
kidney_disease,pathya,Alabu (Bottle Gourd),bottle_gourd,cooked,sweet,laghu; snigdha; drava,cooling,sweet,V+0 P-2 K-1,"Laghu and Mutrala where a madhura, snigdha dravya would be neither — which is why Alabu is the gourd given in fever, in convalescence and to a weak Agni.",bhavaprakasha,,,,,
kidney_disease,pathya,Asparagus,asparagus,cooked,sweet; bitter,guru; snigdha,cooling,sweet,V-1 P-2 K+0,,no — extrapolated,,,,,
kidney_disease,pathya,Dhanyaka (Coriander Seed),coriander_dhania,prepared,astringent; bitter; sweet,laghu; snigdha,heating,sweet,V-1 P-1 K-1,"Tridoshaghna, and Pitta-shamaka in effect despite ushna virya — the action the texts attribute to Dhanyaka specifically, which is why it is the one warm spice given freely in Pitta conditions.",bhavaprakasha,,,,,
kidney_disease,pathya,Draksha (Grapes),grapes,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Phalottama — the texts call Draksha the best of fruits and give it in all three Doshas, which no other madhura, guru fruit here earns.",bhavaprakasha,,,,,
kidney_disease,pathya,Kalinga (Watermelon),watermelon,ripe,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,"Mutrala — the diuretic action is why Kalinga is given in Grishma and in urinary heat, and why it is not simply a heavy sweet fruit.",bhavaprakasha,,,,,
kidney_disease,pathya,Kalinga Bija (Watermelon Seeds),watermelon_seeds,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
kidney_disease,pathya,Kharbuja Bija (Melon Seeds / Magaz),melon_seeds_magaz,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Mutrala and Pittahara — one of the Chatur Bija, given for urinary heat where its guru-snigdha guna alone would suggest otherwise.",bhavaprakasha,,,,,
kidney_disease,pathya,Kushmanda (Pumpkin),pumpkin,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Medhya and Hridya — Kushmanda is the Rasayana gourd, given in mental and cardiac depletion, which is not an action any of its qualities predict.",bhavaprakasha,,,,,
kidney_disease,pathya,Kushmanda Bija (Pumpkin Seeds),pumpkin_seeds,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,"Krimighna and Mutrala — the anthelmintic and diuretic actions the texts give Kushmanda seed, neither of which follows from its rasa.",bhavaprakasha,,,,,
kidney_disease,pathya,Narikela (Fresh Coconut),coconut,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
kidney_disease,pathya,Narikela Jala (Tender Coconut Water),coconut_water,prepared,sweet,laghu; snigdha,cooling,sweet,V-1 P-2 K+0,,bhavaprakasha,,,,,
kidney_disease,pathya,Padmabija (Makhana / Fox Nuts),fox_nuts_makhana,roasted,sweet; astringent,guru; snigdha; sthira,cooling,sweet,V-1 P-1 K+1,"Garbhasthapana and Vrishya — Makhana is the one nut given freely in pregnancy, which is why it is here and Kaju is not.",bhavaprakasha,,,,,
kidney_disease,pathya,Trapusha (Cucumber),cucumber,raw,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,,bhavaprakasha,,,,,
kidney_disease,pathya,Zucchini,zucchini,cooked,sweet,laghu; drava,cooling,sweet,V+0 P-1 K+0,,no — extrapolated,,,,,
migraine,apathya,Kaju (Cashews),cashews,raw,sweet,guru; snigdha,heating,sweet,V-2 P+2 K+2,The one sweet nut the texts warn against in Pitta — Kaju is ushna and Vidahi where its madhura rasa says it should cool.,bhavaprakasha,,,,,
migraine,apathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
migraine,apathya,Mandapi (Peanuts),peanuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-1 P+2 K+2,"Ushna and Vidahi against a madhura rasa — the peanut heats and burns where its rasa says it should cool, which is the classical caution and the reason it is withheld in Amlapitta and Kushtha.",bhavaprakasha,,,,,
migraine,apathya,Mandapi (Roasted Peanuts),peanuts_roasted,roasted,sweet; astringent,guru; ruksha; tikshna,heating,sweet,V-1 P+2 K+1,"Roasting turns Mandapi ruksha and more Vidahi than the raw seed — the same dravya, a sharper one, and the reason roasted peanuts sit worse in Amlapitta than boiled ones.",bhavaprakasha,,,,,
migraine,apathya,Nutritional Yeast,nutritional_yeast,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
migraine,apathya,Palandu (Onion),onion,cooked,pungent; sweet,guru; snigdha; tikshna,heating,pungent,V-1 P+2 K-1,,bhavaprakasha,,,,,
migraine,apathya,Sarshapa Taila (Mustard Oil),mustard_oil,prepared,pungent; bitter,laghu; snigdha; tikshna,heating,pungent,V-1 P+2 K-2,"Vata-hara despite katu-tikta rasa: it is a sneha, and the oleating quality reaches Vata where the rasa alone would raise it. Classically kapha-vata hara and decidedly Pitta-vardhaka.",bhavaprakasha,,,,,
migraine,apathya,Tempeh,tempeh,fermented,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K+0,,no — extrapolated,,,,,
migraine,pathya,Dhanyaka (Coriander Seed),coriander_dhania,prepared,astringent; bitter; sweet,laghu; snigdha,heating,sweet,V-1 P-1 K-1,"Tridoshaghna, and Pitta-shamaka in effect despite ushna virya — the action the texts attribute to Dhanyaka specifically, which is why it is the one warm spice given freely in Pitta conditions.",bhavaprakasha,,,,,
migraine,pathya,Goghrita (Cow's Ghee),ghee_oil,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Vata-Pitta hara, Ojas-vardhaka.",bhavaprakasha,,,,,
migraine,pathya,Goghrita (Cow's Ghee),ghee,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Ojas-vardhaka.,bhavaprakasha,,,,,
migraine,pathya,Kushmanda (Pumpkin),pumpkin,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Medhya and Hridya — Kushmanda is the Rasayana gourd, given in mental and cardiac depletion, which is not an action any of its qualities predict.",bhavaprakasha,,,,,
migraine,pathya,Narikela Jala (Tender Coconut Water),coconut_water,prepared,sweet,laghu; snigdha,cooling,sweet,V-1 P-2 K+0,,bhavaprakasha,,,,,
migraine,pathya,Narikela Taila (Coconut Oil),coconut_oil,prepared,sweet,guru; snigdha; manda,cooling,sweet,V-1 P-2 K+1,,bhavaprakasha,,,,,
migraine,pathya,Tulsi Tea,tulsi_tea,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Hridya and Rasayana — Tulsi's specific action carries it past what its katu-tikta rasa alone would do, which is why it is given as a daily drink and Maricha is not.",bhavaprakasha,,,,,
obesity,apathya,Akshota (Walnuts),walnuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-2 P+1 K+1,,bhavaprakasha,,,,,
obesity,apathya,Aluka (Potato),potato,cooked,sweet,guru; ruksha,cooling,sweet,V+2 P-1 K+1,"Vata-vardhaka despite madhura rasa and against shita virya, which would raise Vata anyway — Aluka is Vatala in the texts, the standard caution on the tuber, and the reason it is cooked with ajwain.",bhavaprakasha,,,,,
obesity,apathya,Amra (Mango),mango,ripe,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Ripe Amra is Vrishya and Balya, and ushna despite a purely madhura rasa — the reason it is a summer fruit that nonetheless aggravates Pitta in quantity.",bhavaprakasha,,,,,
obesity,apathya,Anjeera (Figs),figs,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
obesity,apathya,Arbi (Colocasia),colocasia_arbi,cooked,sweet; astringent,guru; picchila,cooling,sweet,V+2 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Badama (Almonds),almonds,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Medhya, Balya and Vrishya — the actions that make Badama a Rasayana rather than a fat, and the reason it is soaked and peeled before use.",bhavaprakasha,,,,,
obesity,apathya,Cashew Cream,cashew_cream,prepared,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka despite madhura rasa — Kaju is ushna virya, the one sweet nut the texts warn against in Pitta, and blending it into a cream concentrates rather than tempers that.",no — extrapolated,,,,,
obesity,apathya,Chikoo (Sapota),chikoo_sapota,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
obesity,apathya,Chilgoza (Pine Nuts),pine_nuts,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+1,,bhavaprakasha,,,,,
obesity,apathya,Coconut Cream,coconut_cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-2 K+2,,bhavaprakasha,,,,,
obesity,apathya,Coconut Yogurt,coconut_yogurt,prepared,sweet; sour,guru; snigdha,heating,sour,V-1 P+1 K+1,,no — extrapolated,,,,,
obesity,apathya,Cottage Cheese,cottage_cheese,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P+0 K+2,,no — extrapolated,,,,,
obesity,apathya,Dadhi (Curd),curd_yogurt,prepared,sour; sweet,guru; snigdha; picchila,heating,sour,V-1 P+2 K+2,,bhavaprakasha,,,,,
obesity,apathya,Daliya (Broken Wheat),daliya,cooked,sweet,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
obesity,apathya,Draksha (Grapes),grapes,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Phalottama — the texts call Draksha the best of fruits and give it in all three Doshas, which no other madhura, guru fruit here earns.",bhavaprakasha,,,,,
obesity,apathya,Godhuma (Whole Wheat Roti),roti_whole_wheat,cooked,sweet,guru; snigdha; sthira,cooling,sweet,V-2 P-1 K+2,"Brimhana and Jivana — wheat builds tissue, which is the action that makes it Vata's staple and Kapha's burden at the same time.",bhavaprakasha,,,,,
obesity,apathya,Godugdha (Cow's Milk),milk_full_fat,prepared,sweet,guru; snigdha; manda; picchila,cooling,sweet,V-2 P-2 K+2,Ojas-vardhaka and Rasayana — the action that makes milk a therapy rather than a food (Charaka Sutrasthana 27).,bhavaprakasha,,,,,
obesity,apathya,Goghrita (Cow's Ghee),ghee_oil,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Vata-Pitta hara, Ojas-vardhaka.",bhavaprakasha,,,,,
obesity,apathya,Goghrita (Cow's Ghee),ghee,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Ojas-vardhaka.,bhavaprakasha,,,,,
obesity,apathya,Kadali (Banana),banana,ripe,sweet; astringent,guru; snigdha; picchila,cooling,sour,V-1 P+0 K+2,"Amla vipaka against a madhura-kashaya rasa — the classical exception for Kadali, and the reason banana with milk is named Viruddha.",bhavaprakasha,,,,,
obesity,apathya,Kaju (Cashews),cashews,raw,sweet,guru; snigdha,heating,sweet,V-2 P+2 K+2,The one sweet nut the texts warn against in Pitta — Kaju is ushna and Vidahi where its madhura rasa says it should cool.,bhavaprakasha,,,,,
obesity,apathya,Kalinga (Watermelon),watermelon,ripe,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,"Mutrala — the diuretic action is why Kalinga is given in Grishma and in urinary heat, and why it is not simply a heavy sweet fruit.",bhavaprakasha,,,,,
obesity,apathya,Kharbuja Bija (Melon Seeds / Magaz),melon_seeds_magaz,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Mutrala and Pittahara — one of the Chatur Bija, given for urinary heat where its guru-snigdha guna alone would suggest otherwise.",bhavaprakasha,,,,,
obesity,apathya,Kharjura (Dates),dates,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+2,"Brimhana and Balya — Kharjura is the classical convalescent fruit, given to rebuild after depletion where its guru guna would otherwise argue against it.",bhavaprakasha,,,,,
obesity,apathya,Kilata (Paneer),paneer,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Kushmanda (Pumpkin),pumpkin,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Medhya and Hridya — Kushmanda is the Rasayana gourd, given in mental and cardiac depletion, which is not an action any of its qualities predict.",bhavaprakasha,,,,,
obesity,apathya,Kushmanda Bija (Pumpkin Seeds),pumpkin_seeds,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,"Krimighna and Mutrala — the anthelmintic and diuretic actions the texts give Kushmanda seed, neither of which follows from its rasa.",bhavaprakasha,,,,,
obesity,apathya,Lassi (Sweetened Takra),lassi,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P-1 K+2,"Sweetening and thickening reverse Takra's action: sweet Lassi is guru and Kapha-vardhaka where the Takra it is made from is laghu and Kapha-hara. The preparation, not the milk, decides.",bhavaprakasha,,,,,
obesity,apathya,Mandapi (Peanuts),peanuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-1 P+2 K+2,"Ushna and Vidahi against a madhura rasa — the peanut heats and burns where its rasa says it should cool, which is the classical caution and the reason it is withheld in Amlapitta and Kushtha.",bhavaprakasha,,,,,
obesity,apathya,Mandapi (Roasted Peanuts),peanuts_roasted,roasted,sweet; astringent,guru; ruksha; tikshna,heating,sweet,V-1 P+2 K+1,"Roasting turns Mandapi ruksha and more Vidahi than the raw seed — the same dravya, a sharper one, and the reason roasted peanuts sit worse in Amlapitta than boiled ones.",bhavaprakasha,,,,,
obesity,apathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
obesity,apathya,Narikela (Fresh Coconut),coconut,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
obesity,apathya,Narikela Jala (Tender Coconut Water),coconut_water,prepared,sweet,laghu; snigdha,cooling,sweet,V-1 P-2 K+0,,bhavaprakasha,,,,,
obesity,apathya,Narikela Ksheera (Coconut Milk),coconut_milk,prepared,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
obesity,apathya,Narikela Taila (Coconut Oil),coconut_oil,prepared,sweet,guru; snigdha; manda,cooling,sweet,V-1 P-2 K+1,,bhavaprakasha,,,,,
obesity,apathya,Navanita (Fresh Butter),butter,prepared,sweet; astringent,guru; snigdha; mridu,cooling,sweet,V-2 P-1 K+1,"Fresh Navanita is deepana and grahi where aged butter is neither — the classical distinction, and why it is given in Arsha and Grahani.",bhavaprakasha,,,,,
obesity,apathya,Oat Milk,oat_milk,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
obesity,apathya,Olive Oil,olive_oil,prepared,sweet; astringent,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,,,,,
obesity,apathya,Padmabija (Makhana / Fox Nuts),fox_nuts_makhana,roasted,sweet; astringent,guru; snigdha; sthira,cooling,sweet,V-1 P-1 K+1,"Garbhasthapana and Vrishya — Makhana is the one nut given freely in pregnancy, which is why it is here and Kaju is not.",bhavaprakasha,,,,,
obesity,apathya,Panasa (Jackfruit),jackfruit,cooked,sweet; astringent,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Paratha,paratha,cooked,sweet,guru; snigdha; sthira,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule. The preparation decides: sneha taken to griddle heat turns the virya ushna, which is Vidahi — the same reason fried food is the first Apathya named in Amlapitta.",no — extrapolated,,,,,
obesity,apathya,Pistachios,pistachios,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,,bhavaprakasha,,,,,
obesity,apathya,"Prithuka (Poha, Cooked)",poha,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
obesity,apathya,"Prithuka (Rice Flakes, Dry)",rice_flakes,dry,sweet,guru; picchila,cooling,sweet,V-1 P-1 K+2,"Prithuka is guru and Kapha-vardhaka in Bhavaprakasha despite coming from laghu Shali — the flattening and drying change the dravya, so the dry flake and the cooked dish do not share a guna.",bhavaprakasha,,,,,
obesity,apathya,Rava (Semolina),semolina_rava,cooked,sweet,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Sabudana (Tapioca Pearls),sabudana,cooked,sweet,guru; picchila; sthira,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
obesity,apathya,Santanika (Cream),cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Shakarkand (Sweet Potato),sweet_potato,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Shali (Basmati Rice),basmati_rice,cooked,sweet,laghu; snigdha; mridu,cooling,sweet,V-1 P-1 K+1,"Purana Shali — aged rice — is laghu where new rice is guru, which is why the texts specify the age.",bhavaprakasha,,,,,
obesity,apathya,Sunflower Seeds,sunflower_seeds,raw,sweet,guru; snigdha,heating,sweet,V-1 P+1 K+1,,no — extrapolated,,,,,
obesity,apathya,Tila (Sesame Seeds),sesame_seeds_til,raw,sweet; bitter; astringent,guru; snigdha,heating,pungent,V-2 P+1 K+1,"Balya and Vata-hara, and the Kushtha caution that comes with it — Tila with milk is named Viruddha in the Kushtha Nidana (Charaka Chikitsa 7).",bhavaprakasha,,,,,
obesity,apathya,Upma,upma,cooked,sweet,guru; snigdha,heating,sweet,V-1 P+0 K+1,,no — extrapolated,,,,,
obesity,apathya,White Rice,white_rice,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
obesity,apathya,Whole Wheat Bread,bread_whole_wheat,fermented,sweet; sour,guru; ruksha; sthira,heating,sour,V+1 P+1 K+2,"Vata-vardhaka against a madhura-amla rasa that pacifies Vata by rule. Yeast fermentation makes the loaf ruksha and khara where the wheat was snigdha, and Vata follows the guna here rather than the rasa — the same reason dry, aerated food is withheld in Vata disorders.",no — extrapolated,,,,,
obesity,pathya,Adhaki (Toor Dal),toor_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Alabu (Bottle Gourd),bottle_gourd,cooked,sweet,laghu; snigdha; drava,cooling,sweet,V+0 P-2 K-1,"Laghu and Mutrala where a madhura, snigdha dravya would be neither — which is why Alabu is the gourd given in fever, in convalescence and to a weak Agni.",bhavaprakasha,,,,,
obesity,pathya,Amra (Raw Mango),raw_mango,unripe,sour; astringent,laghu; ruksha,heating,sour,V+1 P+2 K-1,,bhavaprakasha,,,,,
obesity,pathya,Bajra (Pearl Millet),millet_bajra,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-2,"Ushna virya and Pitta-vardhaka against a madhura-kashaya rasa that would pacify Pitta by rule — the classical caution on Bajra, and why it is a winter grain and not a summer one.",bhavaprakasha,,,,,
obesity,pathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
obesity,pathya,Cabbage,cabbage,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
obesity,pathya,Cauliflower,cauliflower,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
obesity,pathya,Chanaka (Chana Dal),chana_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Eranda-karkati (Papaya),papaya,ripe,sweet,guru; tikshna,heating,pungent,V-1 P+1 K-1,Deepana and Bhedana — the digestive and purgative action that makes papaya a medicine for a sluggish gut and a uterine stimulant in pregnancy. Both come from the same Prabhava.,bhavaprakasha,,,,,
obesity,pathya,Eranda-karkati (Raw Papaya),raw_papaya,unripe,astringent; bitter,laghu; tikshna; ruksha,heating,pungent,V+1 P+1 K-2,"Bhedana and a uterine stimulant — unripe papaya carries the action far more strongly than the ripe fruit, which is the whole basis of the pregnancy bar.",bhavaprakasha,,,,,
obesity,pathya,French Beans,french_beans,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,no — extrapolated,,,,,
obesity,pathya,Gavar (Cluster Beans),cluster_beans_gavar,cooked,astringent; sweet; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Green Tea,green_tea,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
obesity,pathya,Jambu (Jamun),jamun,ripe,astringent; sour; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-2,"The classical Prameha fruit — Jambu's Kapha-Meda reducing action is the one the texts single it out for, and the seed is used where the fruit is not.",bhavaprakasha,,,,,
obesity,pathya,Jowar (Sorghum),millet_jowar,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-2,,bhavaprakasha,,,,,
obesity,pathya,Kadali Kanda (Raw Banana),raw_banana,unripe,astringent; sweet,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Kalaya (Green Peas),green_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Kanda (Yam),yam,cooked,sweet; astringent,guru; ruksha,heating,sweet,V-1 P+1 K-1,"Arshoghna — Surana is the classical haemorrhoid remedy, the action it is named for and one no part of its rasa predicts.",bhavaprakasha,,,,,
obesity,pathya,Karavellaka (Bitter Gourd),bitter_gourd_karela,cooked,bitter,laghu; ruksha,heating,pungent,V+1 P-1 K-2,"The Prameha vegetable — Karavellaka's sugar-reducing action is the one the texts single it out for, and it is ushna against a tikta rasa that would cool.",bhavaprakasha,,,,,
obesity,pathya,Katuvira (Capsicum),capsicum_bell_pepper,cooked,pungent; sweet,laghu; ruksha,heating,pungent,V-1 P+1 K-1,,no — extrapolated,,,,,
obesity,pathya,Koshataki (Ridge Gourd),ridge_gourd,cooked,sweet; bitter,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Kuttu (Buckwheat),buckwheat,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-1,Ushna virya and Pitta-vardhaka against a rasa that would pacify Pitta — the reason Kuttu is a Vrata grain for cold months and sits badly in Grishma.,no — extrapolated,,,,,
obesity,pathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
